Username,Time,Tweet,Retweets,Likes,Interaction Count
Mark Michalski,2023-09-27T20:02:39.000Z,Damian Lillard a Milwaukee Buck.  I will miss Holiday's defense though.  He did wonderful things for the Milwaukee community and played a huge part in the Milwaukee Bucks winning the NBA Championship!  #FearTheDeer,0,1,11
Fastball,2023-09-27T19:02:59.000Z,"Damian Lillard to the bucks, an offensive powerhouse. Do you think they will miss Jrues defense and bind with this team more than they know? 
#nba #DamianLillard",0,0,10
Unimpeachable Listmaker,2023-09-27T19:46:22.000Z,"This app man…

Damian Lillard just had one of the best offensive seasons a guard has ever had in NBA history.  The perimeter defensive stuff isn’t that big a deal because their back line defense is so elite.

The Bucks have to be the favorite to win the NBA title now.",0,11,11
𝐉𝐚𝐜𝐨𝐛 𝐂𝐨𝐥𝐥𝐢𝐞𝐫,2023-09-27T18:35:17.000Z,"Dang, the Bucks are scary offensively but defense should take a hit!!!! #NBA https://twitter.com/BleacherReport/status/1707097530125758870…",0,0,10
Andrew,2023-09-27T18:43:39.000Z,Bucks already had thin perimeter defense now it’s gonna be BBQ chicken for the Jays bring on the NBA season ,0,3,13
Petros Sebhatu,2023-09-27T19:33:00.000Z,"Exactly. So much gravity at the rim & perimeter.

I see everybody with the perimeter D concerns & I understand it - but the Cavs had the best defense last yr w/ two small guys in the backcourt.

Because all that matters in the NBA is helpside/rim protection. Which the Bucks have.",1,1,12
RealWrestling,2023-09-27T20:49:04.000Z,No defense,0,0,10
JD Sportsnation #DEPRESSEDBRONCOSFAN,2023-09-27T19:31:37.000Z,"My thoughts on Dame trade

-Definitely a layup to ECF and on paper definitely the team to beat in entire NBA

-Bucks still needs perimeter depth for defense 

-Heat will most likely make up for Dame Miss with Jrue

-Suns got some depth somewhat,but going from Ayton to Nurkic is",0,1,11
Zach,2023-09-27T18:42:07.000Z,"If you think the Bucks are winning the NBA finals, consider yourself a moron. No bench depth, no defense, and super teams never succeed. #NBA",0,0,10
Carrington Gupte,2023-09-27T18:30:27.000Z,"THE ULTRA COMPETITIVE 
@NBA
 EASTERN CONFERENCE IS BACK!

Plus:
SUPER SUNS
DYNAMIC DUO BUCKS
DEEP CELTICS
HEALTHY KAWHI/PG
RELOADED LAKERS
NUGGETS TITLE DEFENSE
WEMBY
PAOLO SZN 2
KNICKS GOOD AGAIN!? ",0,0,10
Charles,2023-09-27T19:01:07.000Z,Dame plays no defense learn the nba game ,0,0,10
Josh,2023-09-27T20:38:48.000Z,"Suns lose size and defense, Bucks lose depth and defense (but hey kept the brothers together!), Portland wins all around. Lakers, make the call for Jrue. #NBA",0,1,11
praneel,2023-09-27T19:15:06.000Z,"first thoughts: 
bucks win by far, dame is an insane offensive player and gives them one of the most impossible to guard duos in NBA history. Losing jrue will hurt to an extent, but their backline defense is incredible so they can survive without jrue’s point of attack juice.",0,15,15
A-Dub,2023-09-27T19:55:30.000Z,"I am not sold on the Bucks! They got to make another move or 2…They get Dame, and lost a lot on defense. People forget about the Celtics and their off season moves. Right now, Celtics still the favorite to come out the East. #nba #Celtics #bucks #espn",0,1,11
𝙯𝙖𝙮,2023-09-27T18:31:32.000Z,bucks got worse ngl. no defense,0,0,10
Los,2023-09-27T20:06:32.000Z,"I know we wanna say the bucks defense will be ass, but their rim protection is still top 5 in the NBA",1,0,11
Creative_Name,2023-09-27T20:03:21.000Z,"Oh no Bucks are going to be a great defense, probably top 3. Suns however are the subpar one, which is what I meant.",0,0,10
FireInMyBones,2023-09-27T18:57:58.000Z,"Milwaukee's run is over. Giannis will leave after realizing Dame is just another shot-jacking combo guard who doesn't play defense. I like Jrue and Ayton together in Portland under Coach Billups tutelage, especially if Jrue can stay healthy.

#dame #bucks #NBA",0,0,10
Kervy B,2023-09-27T20:26:37.000Z,"Insane?  His first team all defense he made the all NBA team for the Bucks. Don’t need to hear from you, but certainly interested to see how this is so much different.",0,0,10
Jim MacArthur,2023-09-27T20:11:42.000Z,"Not a bad trade for the Bucks. They improved offensively without decimating their roster, but their defense got worse. In the modern NBA that's not a real problem. Top of the East will be tight.",0,2,12
Jeune Aziz of House Sytark.,2023-09-27T19:08:47.000Z,"Le depth chart des Bucks:

PG: Dame, Dragic
SG: Connughton, Beasley
SF: Middleton, Crowder
PF: Giannis, Portis
C: Lopez, Lopez (or Leonard).

Experience, defense, shooting, playmaking, depth, height, size. 

C’est la meilleure de la ",0,3,13
SLEEZE,2023-09-27T19:44:28.000Z,"Suns not the favorites tho, im saying this as an NBA fan & not a fan of anybody, Bucks got the better defense, the best player & are younger so less chance for injury",0,0,10
LaMarvelous8,2023-09-27T22:21:28.000Z,Milwaukee had 4 first team all nba players 3 first team on defense players and the best record in the nba last year and just added Dame dont be stupidly Bias Bucks are better,0,0,10
Kenna,2023-09-27T21:28:40.000Z,"Also look at it this way, none of the top 10 guards in the NBA plays in the Eastern Conference. Only Brunson, Harden and Halliburton in top 20. That won’t scare the Bucks at all.
They don’t really need defense at the point as much as they need scoring.",0,0,10
Joe Gilpin,2023-09-27T19:03:12.000Z,"Sample size is just fine, Nurkic adds a lot to the Suns. And a team like the Bucks with Giannis and Lopez will not have a subpar defense. Breathe. It’s going to be good.",0,0,10
Mangone,2023-09-27T20:25:38.000Z,"Lol how did the Suns get off Ayton for Nurkic that’s pretty solid 

Dame to Bucks is nice but we will have to see how the defense is going to be 

Overall the NBA remains the fun league in sports when it comes to big moves and drama",1,3,14
John Craft,2023-09-27T19:20:06.000Z,"What makes NBA media and pundits hilarious to me is the assumption that Dame>Jrue.  Defense is 50% of game.  Bucks probably got worse, but made Giannis happy.  They will be more fun to watch .",1,1,12
Jaime David Acevedo,2023-09-27T18:44:44.000Z,"The NBA is crazy and I couldn’t love it anymore! 

Great trade for Bucks and Portland, kind of bad for Suns to start an even worse C on defense than Ayton",0,1,11
Russell,2023-09-27T20:48:46.000Z,Bucks should sign Javonte Green or Justice Winslow to try to replace Jrue’s defense after the trade to fill that last roster spot,0,6,16
Premiere Credit Service,2023-09-27T20:11:12.000Z,"Big Perk says “The Milwaukee Bucks will win the NBA Championship because they added Dame Lillard……LOL they won’t get out the East now ! Giannis needs the ball to be effective and so does Dame, who gets it? I’m not that impressed because they got weaker on defense!",0,0,10
NBA Ace,2023-09-27T20:40:22.000Z,"If i’m the Bucks…going against Jokic the Giannis/Brook combo is about as good as any in the league to have. 

The Suns might be the worst defense in the NBA. The Lakers don’t scare me unless AD and Lebron can hit 3s. 

I dunno, I think they can play with anyone.",0,5,15
𝕀𝕂𝕂𝕀 𝔻𝔸 𝕃𝕆ℕ𝔼ℝ,2023-09-27T22:20:13.000Z,"Comment ne pas être plus dangereux avec Lillard en plus ? Concernant la rotation, tu t'es légèrement découvert comme n'importe quelle équipe qui récupère un top 10 NBA. 
Et la défense est avant tout le fait de la D elite sur drop de BroLo. Et il est toujours là. Bucks en 5",0,0,10
NYKnicksPodcast,2023-09-27T19:06:55.000Z,Dame is not the upgrade that Milwaukee thinks he is. Great on offense but D is plain bad. Bucks are going to miss Jrue,1,3,14
Ethan Ward,2023-09-27T19:31:56.000Z,"While sending Jrue packing is bittersweet, look no further than the Bucks' putrid offense down the stretch against Miami.

Dame's level of guile and decisiveness makes him the perfect offensive linchpin to ensure Milwaukee's sets never get bogged down in the same manner.",0,1,11
KingofDeath,2023-09-27T18:29:28.000Z,"I don't know how to feel about Milwaukee acquiring Damian Lillard. A part of me loves the offense. However, defensively, I'm apprehensive (especially considering that the Bucks had to give up Jrue, who wanted to finish his career with the Bucks).",0,0,10
josh,2023-09-27T18:28:34.000Z,"Suns got their depth, bucks gonna have the best offense in the league. Blazers got good stars and picks. Honestly one of the best trades I’ve seen for all three teams. The question now is, dame said he’s only okay for Miami, but I think he’ll be content in Milwaukee.",0,0,10
Timmy Buckets,2023-09-27T19:32:47.000Z,"I think in Milwaukee he will do better on defense because he won’t have as big of an onus on offense as he did in Portland. Jrue is still way better on D, but it still makes the bucks a better team than before this trade.",0,0,10
Albert,2023-09-27T19:05:48.000Z,People don’t get that Jrue’s been mediocre on defense and absolutely abysmal on offense innrhe playoffs since he’s gotten to Milwaukee. The upgrade that same offers them can’t be overstated enough. People that haven’t actually watched the bucks will have a rough awakening,0,1,11
bubatfuba,2023-09-27T19:42:54.000Z,"Tony, you told me(is) that this Giannis stuff was a good thing because it meant a chance that Milwaukee gets worse..... 

WELL???? 

It looks like it inspired them to get better......... 

I am curious how the Bucks look this year after a month or two. Will the offense prevail?",0,2,12
Brett Richey,2023-09-27T20:47:11.000Z,"Yes & his strength (offense) is more meaningful to a Bucks team than Jrue’s defense, Milwaukee has some pretty good defenders remaining. 

I think",0,2,12
Jono(JonnyParlay) Peshut,2023-09-27T19:35:18.000Z,"Final score Milwaukee Bucks vs. Dallas Mavericks(aka no defense): 

159-145 Bucks",0,5,15
Eddy,2023-09-27T19:00:13.000Z,The Milwaukee Bucks are gonna be running that Alex Grinch defense with Dame out there,0,7,17
McWinner 444888,2023-09-27T19:34:53.000Z,"Jrue plays defense but, that Miami team is better than last years Milwaukee bucks roster … with Dame on the roster they’re not",0,0,10
YvngBull,2023-09-27T18:39:38.000Z,Milwaukee definitely improved offensively but Dame gon have to start playing some defense. Jrue big key to Bucks success past 2-3 years,0,0,10
Flu Hefner,2023-09-27T19:32:23.000Z,Aye Malika talking bout Bucks having to fill all the holes on defense.  They basically swapped Dame for Jrue.  What defensive holes??  Portland took 1 player and a pick from Milwaukee,0,1,11
I Just Wanna Hoop,2023-09-27T18:40:10.000Z,"1.) Dame to Milwaukee is crazy and I swear I had no idea they were in the race for him.
2.) Trading DEFENSE for more scoring could be a good/bad thing for Milwaukee.
3.) PHOENIX IS REALLY GOOD. LIKE REALLY GOOD. 
•
•
•
#NBATwitter 
#nbatwitter ",0,0,10
Doran,2023-09-27T18:23:13.000Z,"Can’t say I love Dame on the Bucks, heavily overlapping skill set with Khris and Milwaukee have lost roster flexibility with the picks lost. Lillard won’t be helping the defense much which has in my opinion been the key to Milwaukee’s success",0,0,10
Sparky Slanderson,2023-09-27T18:22:51.000Z,Bucks will miss Jrue Holiday and what he brings to the game especially on defense but Antetokounmpo said he wanted Milwaukee to remain competitive well you just got your wish. Not gonna be surprised if the Blazers move Jrue to another team later in the season. As 4 Miami FUCK’EM,0,0,10
nets basketball enjoyer,2023-09-27T18:37:01.000Z,"lots to think about dame in milwaukee but immediate thoughts are:

- bucks should be east favorites based on talent
- defense could now become an issue without jrue
- how does a rookie head coach handle this situation",0,0,10
Bryce Mcmillen,2023-09-27T19:22:05.000Z,Looking at the trade I think the bucks made the right call. If dame is happy in Milwaukee they have him next year and maybe an extension too if they preform well. Jrue and dame are both 33. I think his shooting will do better with the aging team better than Jrues defense,1,2,13
JHillsman,2023-09-27T18:54:14.000Z,"The offensive options the Milwaukee Bucks will have this upcoming season will be limitless. Sheesh! Wow, this slick, almost trying to give me '08 Celtics vibes - in terms of you knownits going to fit and work well together (yet defense is not as strong).",0,1,11
Honest Los,2023-09-27T18:26:09.000Z,"As much I like this trade for the Bucks, I like this trade for Phoenix more than Milwaukee! Phoenix gets defense and depth!",0,1,11
inamikgreg,2023-09-27T20:11:39.000Z,"Dame to #Bucks changes little if you're the #Celtics. Boston still has size to deal with Giannis. Milwaukee still lacks perimeter defense (and just lost Jrue Holiday). Yes, offensively Dame is going to be a problem, but not enough to swing the advantage in Bucks' favor",0,0,10
Charles Simon,2023-09-27T21:38:25.000Z,There is no reason to believe that defense will be an issue for the Milwaukee Bucks.,0,1,11
The Casual Wager,2023-09-27T22:29:59.000Z,What I’m doing is saying you will be hearing “the Milwaukee Bucks defense is really struggling” in December. Despite them probably doing exactly what you’re saying. I agree with you. Just  pointing out that’s what you’ll hear. Bookmark it.,0,0,10
Albert,2023-09-27T21:23:39.000Z,Bingo. Lakers are the only team outside of the bucks to get a title with the duo that they have. Without Jrue the defense on Milwaukee is gonna well mediocre. Haha,0,1,11
Meechlo,2023-09-27T18:47:42.000Z,"@Dame_Lillard
 aye welcome to Milwaukee bro 
@Bucks
  need you to lock-in  on defense this year  CHALLENGE ACCEPTED?",0,0,10
Big Dog B,2023-09-27T19:09:14.000Z,The Bucks not having to give up Middleton or Lopez for a Lillard level player is crazy. Milwaukee wom this trade hands down. They lost defense with Jrue and Allen but still a win for the Bucks.,0,0,10
Tan,2023-09-27T20:30:38.000Z,"bucks got defense tho, grayson allen was a huge loss but dame is dame its gonna be beautiful basketball in milwaukee",0,1,11
richierich,2023-09-27T21:58:03.000Z,Ehh the bucks really aren’t that stacked after giving up Grayson and Jrue in the trade. They lack defense now plus the heat made finals 2 of last 3 years and just last year we beat Milwaukee to get to the finals. Chances were pretty even I think. Just a big let down for Miami :/,0,1,11
Netsfan24,2023-09-27T18:44:50.000Z,Bucks gonna lose a key piece on defense trading Jrue but overall I think this was the right move for Milwaukee getting Giannis a star guard,0,0,10
Inam Mahsah,2023-09-27T18:42:33.000Z,Bucks will have to figure out how Dame fits defensively caus he is not really known for his defense.  Heat pride themselves in defense.  We have faced Boston who is younger and faster.  Milwaukee is just an older version of Boston.  We got Spo as coach we will be fine.,0,1,11
Marc Olivier,2023-09-27T23:44:13.000Z,"Qui sait ce trade risque d'amener un peu de folie à Milwaukee 
A l'ouest c'est attaque à outrance , A l'est c'est défense à outrance .
Cpdt bonne recrue pour les Bucks",0,0,10
CZAR.,2023-09-27T19:21:32.000Z,"Even tho I’m not sold, I think Dame could get a ring with Milwaukee easier than if he was with Miami. 

Bucks have a top 5 defense, size, and play makers on both sides of the ball. Dame would literally only put them over the hump offensively 

the only thing I don’t like is—",0,1,11
Krishna Narsu,2023-09-27T23:26:58.000Z,"In 2022, when they played, Milwaukee shot 27.9% from 3. No matter what level of defense you think Boston played, they got lucky with the Bucks hitting that low of a % from 3. So luck adjust and that series is probably a lot closer point differential wise.",0,0,10
Krishna Narsu,2023-09-27T22:32:23.000Z,"Tbh, I just don't see why any of those games mean anything to next year when both teams have changed significantly. Milwaukee changed head coaches too so their scheme might look different. BOS is also fully committing to a drop defense while the Bucks added a drop beating player.",0,0,10
Stacey Dash dumb as fuck,2023-09-27T18:25:54.000Z,Dame going to the Bucks is cool. For the offense. That defense is gonna be trash,0,0,10
ኤርሚያስ,2023-09-27T19:19:18.000Z,Dame solves the bucks biggest problem on offense at the end of these games,0,1,11
HB,2023-09-27T21:35:31.000Z,Anything the bucks lost on defense from trading jrue will be more than made up for by dame’s offense. Hard to see how the bucks aren’t the clear favorites.,0,2,12
classhandicapper,2023-09-27T19:30:57.000Z,Jrue Holiday gets no respect.  Jrue is elite defensively and very good on offense. Dame plays only one side. It wouldn't shock me if the Bucks are WORSE after this trade.,1,10,11
Steve Sabbatini,2023-09-27T21:17:51.000Z,"I love love  Jrue Holiday. Top 5 favorite Buck of all time and a Bucks Legend. But this is why the Bucks had to make a move to get a player like Dame. The half court offense the last 5 years needed a boost, and boy did it get it.",1,6,17
Play it Kul,2023-09-27T19:11:28.000Z,"Very mixed feelings on the trade. Absolutely love Jrue and everything he did for the Bucks. Dame is for sure a great addition on offense, but a little worried about our perimeter defense now. And who starts alongside Dame as a guard.",0,0,10
col,2023-09-27T18:31:52.000Z,"Bucks finally getting some good half court offense with Dame, they’re gonna be scary",0,3,13
King Je Suis,2023-09-27T21:20:38.000Z,Don’t overthink it. Dame is fantastic on offense. Bucks defense won’t be the same with him and without Jrue though,0,0,10
Sully,2023-09-27T20:40:47.000Z,"Idc what y’all say. 

Dame’s offense is not going to help the Bucks when they traded away their actual best defender.",0,0,10
Brandon rif,2023-09-27T18:47:18.000Z,"The Bucks have this year in the bag  Dame and Gianni’s is scary, that bucks team has everything elite from offense to defense. Heat so cheap all they can afford is undrafted players and when too expensive they let them go ",1,2,13
Frank Lucas,2023-09-27T23:36:34.000Z,"Jrue was a great defender for the Bucks, Dame is a horrible one. Maybe his offense will trump his defensive inefficiency.",0,0,10
Casper,2023-09-27T19:31:10.000Z,Damn you lose Jrue but you get Dame.. it's like a offense defense switch especially with how the Bucks play,0,0,10
ron mexicuh ☭,2023-09-27T18:37:04.000Z,"Losing Jrue hurts but his defense can be replicated and his offense doesn’t even come close to Dame, net positive for the Bucks with that squad.",1,1,12
Toucansam,2023-09-27T18:19:19.000Z,Am I the only one who thinks the Bucks got worse without Holiday? Yeah Dame can score but the Bucks traded their stalwart defense for a better offense and I don’t think their offense was bad to begin with…,0,0,10
SmokelyCarmichael,2023-09-27T18:24:02.000Z,"I wouldn’t trade Jrue Holiday for Dame. The Bucks just got a lot worse on defense, a little better on offense.",0,0,10
Dark Skinned Orcanizer,2023-09-27T18:36:26.000Z,"Iced the 
@MiamiHEAT
 out like a muthafucka

Can't wait to see the Bucks during the season. 

No offense to Dame, but the bucks gotta get that work",0,0,10
Jamaal,2023-09-27T18:21:07.000Z,Dame don’t solve the bucks not being able to guard wings. Offense should improve tho,0,0,10
Maaly Amin,2023-09-27T18:38:53.000Z,"I think the Bucks are better, long as the run they offense through Dame",0,0,10
Grzegorz,2023-09-27T19:55:59.000Z,"This team looks fantastic. The #Bucks' defense will still be excellent despite losing Jrue, and the addition of #Lillard will make the offense much better. The Bucks are extremely well-balanced.
The duo of Giannis and #Dame is something that will be unstoppable ",0,0,10
MEB,2023-09-27T19:10:18.000Z,"In 2023-24 offense has passed defense. It just has. It's more important. Jrue was the right guy at the right time and Dame is hopefully the right guy, but it's the right time. #Bucks 

Have to play defense, but great offense can win the whole thing more than in the last 30 years",0,0,10
Brazell Dazzle,2023-09-27T19:23:33.000Z,"I get why the Bucks made the deal for Dame, but I don't see the upgrade we need to keep Giannis here.

Better offense for sure, but huge downgrade on defense losing Holiday.

Marjon better see a minute increase with Allen gone. Bucks need to start devoting time to develope youth.",0,1,11
Big Bad Bell,2023-09-27T18:20:05.000Z,"Dame my guy, yet Bucks gain offense but loose Defense!!",0,0,10
Christian Weaver,2023-09-27T19:33:14.000Z,"People really overrate perimeter defense in basketball. Stars are going to score, there’s not much you can do about it. What you gain on offense from Dame FAR outweighs what Jrue brought to the table. What really matters is rim protection which the Bucks have (Brook Lopez)",0,2,12
WMJ,2023-09-27T20:43:49.000Z,"Coach I'm torn on this. I get why the Bucks made the move, but I can't help feel like they needed Jrue's defense more than Dame's offense. And I'm concerned about the chemistry.",0,4,14
Jake,2023-09-27T19:33:26.000Z,"The Bucks are a new team this year.  Jrue and Dame are the same age, I think a month apart so this doesn’t age you. The Bucks problem the last few years has been if Jrues offense disappeared they were in trouble. That shouldn’t be an issue for Dame.  Beasley and Allen are a wash",0,0,10
louisludwig,2023-09-27T19:00:36.000Z,"Even if you aren’t high on Dame he’s still a massive improvement from Jrue.
Love Jrue and his defense, but his inconsistent ability to create his own shot is part of the reason the bucks had a terrible half court offense.
Dame opens up a world of options for them",0,0,10
The Unofficial Mayor of Swindon,2023-09-27T19:44:28.000Z,"GFY, no offense. Stop the 'Sconnie hate.",0,3,13
Sam Mazzullo,2023-09-27T18:31:27.000Z,Dame for Jrue swap is fascinating from the Bucks perspective because while that offense becomes scary their whole defensive identity is now put in question. POA D goes from a strong strength to a major hole on that roster,0,2,12
Carlos Birde Legaspy,2023-09-27T18:58:13.000Z,"Dame ain’t the defender holiday is, gave up defense for offense, and the bucks built on defense going to be interesting watching them this year 
Suns really won that trade much needed depth",0,1,11
Aaron Washington,2023-09-27T18:35:24.000Z,"Bucks!! 

Dame for Jrue is a bit of a tradeoff between offense & defense, but there's no denying they'll be deadly.

Blazers grabbing Ayton in the swap is A+ business. Still young enough to fit their timeline.

PHX adds to a great summer by grabbing more depth.",0,1,11
The Let It Ride Podcast,2023-09-27T20:04:08.000Z,"Dame is more of a downgrade from Jrue defensively than he is an upgrade offensively 

Is offense more important and is Dame a better player?  Of course 

But the Bucks completely gave away their identity with this trade",0,0,10
Three Level Scorer,2023-09-27T19:37:56.000Z,"It's a defense-for-offense trade-off, but given how the Bucks struggled to score in the playoffs last year, seems sensible. They still have two top defenders in Giannis and Lopez to protect the rim. Dame's never had that kind of support.",0,2,12
Premiere Credit Service,2023-09-27T20:07:34.000Z,"I’m laughing at this Dame Lillard to the Bucks trade, yes they got a little better on offense but who will guard the high powered guards in the league now…..Not Dame…..Steph, Kyrie, Beal, Booker….will have field days against this weak perimeter defense of the Bucks!",0,0,10
,2023-09-27T22:05:26.000Z,"Jrue didn’t stop Jimmy from nuking the bucks, all he did was just contribute nothing on offense that series. Dame is a nuke. 

Also, the 2 best ways to beat the bucks are gone. The “wall” won’t work with dame bringing the ball up and shooting from half, and hack a Giannis is gone",0,0,10
G,2023-09-27T23:04:18.000Z,"U don’t understand, the bucks needed better outside shot creation and Dame is one of the best ever in that category, also Holiday’s offense has been piss poor in the playoffs",0,4,14
Alan Bykowski,2023-09-27T22:21:50.000Z,"When Dame and Giannis are leading the Bucks to 140/night on offense, that won't matter ",0,0,10
jhaq,2023-09-27T21:45:43.000Z,"I'm not the only one happy the bucks traded away Jrue Holiday. Dame isn't a cakewalk, but Jrue was giving the Pacers 50 while clamping the entire offense. Will not miss Jrue's presence in the Central Division!!",0,2,12
Christopher Jacob,2023-09-27T23:04:25.000Z,Everyone’s saying “Dame’s going to give you 25-30… The offense will carry them”. The Bucks are going to give up just as much if not more with no real defense at both guard positions. You can’t get by with 2 starting defensive liabilities in the post season,1,3,14
Nick.vet Ⓥ,2023-09-27T18:59:39.000Z,That’s fair. I think on offense adding dame is a game changer. I’m looking forward to seeing it all play out. I think the bucks got a lot more interesting.,0,4,14
Betsey,2023-09-27T18:54:36.000Z,"yeah i'm not hating on Jrue at all he's a great player, but he's absolutely NOT the solution for a team with a terribly stagnant half court offense.

(hence why the Bucks upgraded to Dame lol)",0,0,10
Mike Dynon,2023-09-27T23:31:30.000Z,"Dame is a coup for the Bucks, but it’s better than the Heat getting him. Dame adds offense, takes away defense, Celtics can still beat them. To get Jrue means losing Brogdon + Rob or Al, so probably not happening straight up. But your last sentence is the key. Start the season!",0,2,12
Camille D.,2023-09-27T19:46:08.000Z,"He sure was. Ain’t no denying that. 

Big opportunity for the young Bucks. Plus, the Bucks biggest problem in the playoffs was always the offense. Dame helps. We’ll see how the new head coach schemes and if any young Bucks rise up for that challenge.",0,1,11
From the Logo,2023-09-27T22:33:53.000Z,"Small nitpick, but More about raising the offensive floor. When jrue shot well the bucks had the best offense in the league. But when he fell off, the drop off was immense. Dame should be a more steadying presence",0,1,11
Knowledge,2023-09-27T21:09:09.000Z,"@Bucks
 didn't a backcourt of Jrue Holiday and Rondo sweep 
@Dame_Lillard
  and Mccollum in the playoffs. Tell me again how defense is not that important and offense wins championships. 
@Bucks
 will win many games in the regular season and lose in the playoffs.",0,0,10
Mark Schindler,2023-09-27T21:12:21.000Z,"TLDR: The Bucks were amongst the worst (28th) isolation teams in the league last season

That seems minute, but it absolutely killed them in the playoffs and was a substantial part of their underwhelming halfcourt offense

Dame does so much to rectify and rework that",1,10,11
BubDib,2023-09-27T19:29:33.000Z,"I LOVE Jrue, but he (nor Middleton for that matter) are reliable on offense. They either are hot or super duper cold. With Dame driving and dishing, the Bucks are going to be a better playoff team. And Giannis is happy, which is the most important thing of all. Psyched for Bucks.",0,3,13
JalenGreen⁴ (7-6 & 9-8),2023-09-27T19:29:33.000Z,Suns with Defense,0,8,18
Brendan,2023-09-27T19:06:15.000Z,"Dame plays no defense but suddenly the Bucks are an unstoppable force, I’m not sure I comprehend",0,2,12
North Star in the Dark Night Sky,2023-09-27T19:37:14.000Z,"@Dame_Lillard
 why they saying bucks lost defense?",0,0,10
Nick Rivera,2023-09-27T18:56:58.000Z,Dame can score yes. But no defense at all. Bucks not making it past Celtics without jrue,0,2,12
Brian Schwarze,2023-09-27T18:29:48.000Z,"Damn man, Bucks got Dame. Defense is going to drop off without Jrue but man this could be fun",0,0,10
zach,2023-09-27T19:02:29.000Z,first thought that came to mind regarding the Dame trade is why didn’t the bucks push for matisse thybulle to come over with dame? their perimeter defense isn’t looking great at all,1,1,12
Tomek Kordylewski,2023-09-27T18:30:24.000Z,"I do not like the fact that the Celtics will see Dame more now than before, but the Bucks still don't have anyone to guard the Jays, and Jrue felt like their actual x-factor. 

Lillard is gonna make them more dangerous offensively, but their defense is going to take a hit.",29,589,618
𝙈𝙖𝙣𝘽𝙚𝙖𝙧𝙋𝙞𝙜,2023-09-27T18:37:21.000Z,Dame’s trash defense just guaranteed that we smoke the Bucks. C’s in 5.,1,6,17
Makaveli,2023-09-27T20:54:11.000Z,"I dnt see the Bucks beating us still, Dame defense not better then Jrue",0,0,10
Sarah Gaestel,2023-09-27T19:59:38.000Z,"For the Bucks fans that didn't want to give up Jrue to get Dame: I hear you, but I think it's 100% worth it.  We obviously do lose defense at that position, which we relied on in the playoffs and won us games. However, Jrue has consistently struggled to score, especially in the",0,19,19
Mark,2023-09-27T18:28:26.000Z,Hold up! Bucks got Dame for Jrue...You lose perimeter defense in Jrue but gain more scoring in Dame.,0,0,10
Snead,2023-09-27T18:21:39.000Z,Dame going to the bucks with a good defense around him and Giannias that’s a GREAT move can’t build a wall around Giannis with another clutch shooter around him,0,0,10
ℍ𝕦𝕟𝕥𝕖𝕣,2023-09-27T18:35:12.000Z,"not going to overreact to the dame deal, bucks are going to be damn good but still a lot of health questions and their defense took a major hit, we’ll see how it plays out",0,6,16
Mel,2023-09-27T20:33:43.000Z,Warriors have a Pg who wasn’t a good defender and got switched onto players a lot. They still win. When you can score like Dame defense is less important. Bucks can put players around him to defend like the warriors do Steph,0,2,12
Omar Arcilla,2023-09-27T22:07:40.000Z,"Alot of adjustments for the bucks to hide dame in defense. 

Hope they prove me wrong",0,0,10
AmericaCovers,2023-09-27T20:01:57.000Z,"Bucks will be worse. Dame will be a liability on defense and won’t stay healthy….. Jrue had it lock down 

Hot take but you will learn 

#nbatwitter",0,1,11
DMack310,2023-09-27T19:21:07.000Z,"Bucks will miss defense cuz Dame a hell of an offensive player, but defense not one of his strongest attributes",0,0,10
MinuteMaidJay,2023-09-27T19:42:26.000Z,Dame plays zero defense.. bucks just gave that up..,0,0,10
Jae Williams,2023-09-27T20:16:29.000Z,Dame to the Bucks is something I didn’t see coming. Trading away the defense of Jrue Holiday might cost em though.,0,2,12
Trevor Newcomb,2023-09-27T19:38:11.000Z,"Long overdue. Literally! Thanks for the highlights 
@Dame_Lillard
 bucks perimeter defense just took a HUGE hit. Welcome to Portland 
@Jrue_Holiday11
 ",0,1,11
,2023-09-27T18:35:37.000Z,Don’t be. Celtics in 6. Bucks have no depth. Teams are attacking dame on defense. But Bucks will be good with Dame,0,0,10
Johnny Sauce,2023-09-27T22:13:09.000Z,"Dame scores so much that it doesn’t matter if his defense isn’t matching it. 

The Bucks only need scoring from him they got the rest covered lmao man what are we doing here",0,4,14
Ravvenom,2023-09-27T19:56:26.000Z, better add some defense to that.,0,0,10
j,2023-09-27T20:25:55.000Z,but other than that the bucks perimeter defense gonna be bad tho,0,1,11
Domo,2023-09-27T19:20:30.000Z,Yeah he’s all that and still not dame.. defense ain’t the bucks problem scoring is,0,0,10
Ian Bruce,2023-09-27T20:28:07.000Z,"If he finally wins, beyond the Second Round, I don’t think he will care what City it’s in 

Miami is beautiful, the Bucks have a Defense, the Bucks have size, they simply needed a Conductor / Dame is still a Top-10 Player, Giannis is a Warlord. If he Wins he will forgive the rest",0,0,10
darshan,2023-09-27T18:30:35.000Z,"Now here are two top tier athletes I have no problem rooting for to see succeed. Bucks could be lethal. Dame was never much for defense but joins a team that defends well as a whole. Add in Dame's offensive prowess, could be a dangerous combo w/ Giannis inside..",0,1,11
leeroy,2023-09-27T19:15:26.000Z,The Bucks will miss Holiday’s defense… we all know Dame don’t defend.,0,2,12
